order_id,order_date,product,category,price,quantity,customer_id,city,payment_method
c18be90f-8e99-4fc0-8ac9-771c6d59165c,2023-04-22,Water Bottle,Accessories,187.57,2,4182,Vancouver,Apple Pay
060100bb-1288-4581-8c7a-a84b935d36ba,2023-02-06,Laptop Pro 15,Electronics,534.63,3,3951,Chicago,Apple Pay
6d8e58c7-d202-445a-85b2-bc02d292f408,2024-11-19,Wireless Mouse,Electronics,2230.63,4,5731,Vancouver,PayPal
a3b34b13-bf3e-4269-8f1c-a1f8d4937fa3,2024-04-12,Coffee Maker,Home,260.21,1,6092,Shanghai,Cash
f4cdd6f4-08bb-4555-a545-ac7820ff04c7,2024-05-05,Laptop Pro 15,Electronics,1202.16,1,8619,Chicago,Cash
e4c39934-49eb-4758-b704-8ffddd10eb7c,2023-07-07,Backpack Travel,Accessories,1957.68,1,9941,New York,Credit Card
30c815f8-32b8-40ef-9d7b-93a9122d65da,2023-07-23,Noise Cancelling Headphones,Electronics,1526.51,1,4196,Chicago,PayPal
a406775c-af9b-4712-a3a6-f11ef70452a0,2024-11-14,Coffee Maker,Home,1634.25,2,8825,Toronto,Apple Pay
dacad4a0-d794-4658-be24-52fe15be711e,2023-12-25,Backpack Travel,Accessories,383.94,4,7861,New York,Cash
0921950c-015f-482c-afcc-cbde06eff5e4,2023-09-15,Coffee Maker,Home,1439.08,3,3172,New York,Credit Card
198819c5-4941-4d26-9f1d-27eb53512abe,2024-07-15,Office Chair,Furniture,1217.27,1,2586,Vancouver,Debit Card
abda4eb0-6fba-467a-bcf2-1d98ecf6ddf7,2024-10-25,Backpack Travel,Accessories,2269.6,2,2744,Chicago,Debit Card
13a20a3b-444c-46c9-a606-3f09615b6c51,2024-10-22,Office Chair,Furniture,1671.14,2,6226,New York,Apple Pay
e6e950c4-9263-4b3f-bf4e-56a831f28397,2024-06-29,Water Bottle,Accessories,1697.38,1,3990,New York,Credit Card
6d54c084-c9a1-40b1-8eaf-de4cc6b99345,2024-10-06,Office Chair,Furniture,1349.78,2,7184,New York,Apple Pay
d3d6902f-8b6c-45a2-b7fd-21fbb79b0f96,2024-01-05,Laptop Pro 15,Electronics,1338.88,4,8327,Mexico City,Credit Card
6ba949ee-b3f2-45ae-8496-87bb6a10752d,2024-06-23,Standing Desk,Furniture,2125.11,2,4135,Chicago,Debit Card
6347045f-b6bf-423c-a6df-753dde7e84d6,2024-06-02,Smartwatch,Electronics,414.97,3,7015,Toronto,Debit Card
de7ed134-ad52-4cff-9fc0-a76f224f8669,2024-09-02,Noise Cancelling Headphones,Electronics,1454.13,4,4795,Toronto,PayPal
733e3b3c-ae01-4a75-b339-c82d82f3768c,2024-02-10,Office Chair,Furniture,35.61,4,2137,Mexico City,Cash
f2ccfbf0-fdf0-45c3-b924-7c2b8d6d9701,2024-01-08,Wireless Mouse,Electronics,657.08,4,7959,Shanghai,PayPal
be31717e-955f-40d7-a549-72ba2109d440,2023-12-17,Wireless Mouse,Electronics,979.58,1,3009,Toronto,Credit Card
ac1e337e-5673-4895-9552-c4dfb9ff9ad0,2024-03-11,Laptop Air 13,Electronics,2476.53,1,8053,Vancouver,Credit Card
82e07a77-e878-4076-9ccd-d77b9d50d39a,2024-01-21,Office Chair,Furniture,910.9,1,8738,Mexico City,Credit Card
351f61fc-6f41-4940-a46c-569456344713,2023-08-03,Water Bottle,Accessories,2254.39,2,5832,Toronto,Apple Pay
47c5792e-476d-4bef-9142-39fcaf8a9a97,2023-03-30,Wireless Mouse,Electronics,223.97,2,6772,Shanghai,PayPal
e0c7b96b-0838-4436-bf98-d3d69f3403c1,2023-06-13,Noise Cancelling Headphones,Electronics,1401.91,4,8084,Mexico City,PayPal
154cb648-281c-477a-afbc-fe696bfa19f9,2023-06-26,Coffee Maker,Home,1406.03,2,3996,Vancouver,Credit Card
aefe0639-7b4c-42d1-be8f-a40d384985eb,2023-09-15,Smartwatch,Electronics,1324.19,1,5820,Toronto,PayPal
d29d48e4-9885-46de-a7e9-a6a956d2b269,2023-08-24,Backpack Travel,Accessories,1855.78,3,3659,Vancouver,Credit Card
0035231c-d608-4e08-b062-5ed59237ed12,2023-02-26,Laptop Air 13,Electronics,922.88,2,7914,New York,Credit Card
74d4c3b6-3a71-4797-a53d-450ca173f3f9,2023-01-25,Laptop Air 13,Electronics,761.53,3,7287,Mexico City,Credit Card
e4890da7-1124-4264-979b-b70f0fb22516,2024-02-05,Laptop Air 13,Electronics,994.68,4,7771,Toronto,Credit Card
5aaa04de-98ac-4e59-8200-7b56e67a8f27,2023-12-15,Smartwatch,Electronics,2173.74,3,1414,Mexico City,Apple Pay
10170ab8-7f25-40a3-8bdc-d7ba657b1546,2024-07-08,Standing Desk,Furniture,1726.21,2,4840,Mexico City,Apple Pay
aaca2fa9-2e65-4596-b5b9-d3bc52702fca,2024-05-24,Backpack Travel,Accessories,2116.84,1,1512,Chicago,Apple Pay
c2a94e03-cebe-44d9-a301-94eb898bfb8a,2023-09-14,Backpack Travel,Accessories,1351.5,3,1559,New York,PayPal
8a13c683-c25e-4459-97e0-5adf9b01fdd9,2024-04-09,Backpack Travel,Accessories,1959.28,4,3246,Vancouver,Debit Card
1e8ef02b-2b2f-414a-bca8-dee9171a8956,2024-08-29,Wireless Mouse,Electronics,938.97,1,4740,New York,Cash
a798840d-1031-4b44-9c9d-3adc4c788843,2024-07-27,Noise Cancelling Headphones,Electronics,44.52,3,7564,Mexico City,PayPal
e04fa2f3-6905-425c-acf4-f0dddfaae0b7,2024-02-28,Coffee Maker,Home,1652.33,2,8881,New York,Debit Card
f219a4dc-fac0-409b-a432-bae6f0da927d,2023-05-27,Backpack Travel,Accessories,1327.98,2,5183,Toronto,Cash
1ee38e86-fcf9-4352-8e13-13d1bd52e05f,2023-01-12,Backpack Travel,Accessories,574.1,3,5646,Toronto,Apple Pay
1af281b8-bcd2-4afd-a66d-1b2fa1bda3be,2024-09-26,Smartwatch,Electronics,492.13,3,1448,New York,Debit Card
867279f2-248b-4f43-97cc-21647be27894,2023-08-19,Office Chair,Furniture,991.29,1,8235,Chicago,PayPal
ebd9fdfd-8865-4bd3-ad1b-6bfce99b69d2,2023-08-28,Office Chair,Furniture,1661.04,2,4289,Shanghai,PayPal
b1325c41-99a1-45b9-8a3c-3483e09b2a9a,2024-06-28,Standing Desk,Furniture,425.31,4,6336,Chicago,Apple Pay
0e792587-914e-4907-8385-b1f922a3f58c,2023-08-02,Coffee Maker,Home,659.78,3,5700,Shanghai,PayPal
b910824c-9723-4469-895a-b0d4448093ba,2023-09-04,Smartwatch,Electronics,2231.25,3,3443,New York,PayPal
11f435bd-a364-4729-9ed6-4872747bfe84,2024-11-16,Backpack Travel,Accessories,1288.38,3,6906,New York,PayPal
560c3b0e-604f-453c-aa0b-31f477b74d37,2024-07-08,Water Bottle,Accessories,403.24,4,8999,Shanghai,Credit Card
33b7e5d8-2b85-4729-8339-f6ab2aca1393,2024-02-26,Laptop Air 13,Electronics,2112.89,1,9835,New York,Debit Card
56dd883a-f17f-41be-822f-3dd9efb93f21,2023-02-06,Backpack Travel,Accessories,1607.36,2,4991,New York,Credit Card
511615dd-9cd9-45b0-b47a-ce2b148ac526,2023-10-13,Office Chair,Furniture,1339.12,2,3391,Toronto,Apple Pay
13ecb088-5976-433c-9899-51bdb11010bc,2024-05-23,Water Bottle,Accessories,1379.27,3,2696,New York,Apple Pay
d34efa13-c422-4ec2-95f8-ac257b3b4e70,2024-03-17,Wireless Mouse,Electronics,1932.17,2,2607,Toronto,PayPal
5c5228ba-4924-4597-addc-15673293d41b,2023-07-14,Laptop Air 13,Electronics,1756.51,4,6902,New York,Apple Pay
d9d15c71-86b6-4872-b707-fb4359ef5344,2024-06-01,Smartwatch,Electronics,1437.18,2,3725,Vancouver,PayPal
955795fd-0e6c-46a3-8c2e-e7a199b5ec90,2023-12-06,Office Chair,Furniture,1092.79,4,2886,Mexico City,Apple Pay
1b2b27d4-7f67-435a-9e38-0dd6551bf4d3,2024-05-02,Backpack Travel,Accessories,1391.65,3,8570,New York,Cash
cedffb60-0579-46ac-8ad9-f9e9d7391f11,2023-05-21,Water Bottle,Accessories,886.08,4,7388,New York,Credit Card
03ba992b-eb11-4528-a99d-e5947be9bead,2024-04-23,Laptop Pro 15,Electronics,479.48,2,3135,Mexico City,Cash
f59dc018-dafa-49e5-9df8-bf9d90a5256e,2024-01-28,Standing Desk,Furniture,586.93,2,9995,Chicago,Cash
7e74f989-f95a-45d3-88b9-3e5d74afc0b4,2024-02-28,Wireless Mouse,Electronics,535.3,1,1451,Vancouver,Cash
c851d1b5-357a-4171-9c3b-56c982a28199,2023-03-05,Noise Cancelling Headphones,Electronics,963.85,1,1763,Toronto,Debit Card
9a2d8008-1ce2-4113-bc90-3f5001640892,2023-10-17,Office Chair,Furniture,649.72,1,3161,New York,Debit Card
8b3b8269-355f-47c6-8e4f-690e2c15b608,2024-01-28,Laptop Pro 15,Electronics,846.43,1,4285,Mexico City,Apple Pay
b40e6d3d-10a3-4db0-a39f-79912ee4c0a8,2024-01-24,Noise Cancelling Headphones,Electronics,398.88,4,7360,Shanghai,Cash
0541451c-d34e-408e-a531-5bd516779406,2023-07-08,Noise Cancelling Headphones,Electronics,371.9,2,1301,Vancouver,Debit Card
e6221567-9ca6-4fea-97f5-bb6d77e68ada,2024-10-01,Laptop Air 13,Electronics,1820.73,3,4460,Vancouver,Apple Pay
553116af-d961-4e39-9587-ace2fbea2c77,2024-10-03,Coffee Maker,Home,1547.63,2,5726,Shanghai,PayPal
69f128ba-5837-4755-8b44-2a2bd44e39e1,2023-11-06,Noise Cancelling Headphones,Electronics,1065.23,1,3710,Mexico City,Cash
8df3a0c6-1106-4b9e-a1a1-9f67604b7f99,2024-09-04,Water Bottle,Accessories,206.08,1,7577,Chicago,Apple Pay
a526264f-ea91-49b8-9582-fdaa028e72ec,2023-03-30,Coffee Maker,Home,1072.87,3,2302,Toronto,Credit Card
71294904-2b3b-43bb-af0b-7828a482afc0,2024-05-13,Office Chair,Furniture,1887.96,4,8592,Mexico City,PayPal
2408edea-d4da-414c-977f-8084f5b73758,2024-05-17,Backpack Travel,Accessories,828.82,2,1569,Chicago,Cash
9cb0dfe1-075e-431e-aa79-ab02e8c523b7,2023-03-02,Noise Cancelling Headphones,Electronics,358.56,3,2236,Chicago,Credit Card
bcbf891b-8451-4f90-af17-caaed06d8992,2024-01-28,Smartwatch,Electronics,743.17,4,2970,Shanghai,Credit Card
05ae7d9d-269d-4280-8b75-3803759ab808,2024-09-16,Smartwatch,Electronics,764.95,4,8127,Mexico City,Debit Card
0554c492-50fb-40e7-94fc-95e45f405b74,2024-09-22,Standing Desk,Furniture,1213.53,2,3827,Mexico City,Cash
b62c851e-6dd7-4420-8217-0e9cd331132a,2024-08-08,Wireless Mouse,Electronics,2430.54,1,9829,Vancouver,Debit Card
8ba8efee-e428-487a-b1d9-383f5035a5b5,2023-08-12,Laptop Pro 15,Electronics,660.99,4,9125,Chicago,Apple Pay
f0d658a5-9c4f-4aa3-ae6d-74f781a67d50,2023-05-29,Laptop Air 13,Electronics,56.7,2,3484,New York,Apple Pay
82575f57-213b-4ab6-9862-370aadd83ef2,2024-06-01,Laptop Air 13,Electronics,628.93,1,4621,Chicago,PayPal
02386324-a315-46c4-a5b5-87fb67e9d20f,2024-06-16,Office Chair,Furniture,2089.97,1,8974,Vancouver,Cash
f897559a-6fca-40f2-b130-0496970dc397,2023-08-08,Noise Cancelling Headphones,Electronics,1058.71,3,1949,Mexico City,Credit Card
2b4e96d9-3118-4600-b0f2-4e03d1f576bb,2024-02-16,Smartwatch,Electronics,1879.12,3,8028,New York,PayPal
e79e6821-41bc-4a75-84e1-92f8da40b335,2023-10-17,Coffee Maker,Home,1563.41,3,3156,Toronto,Cash
a2bfcc89-0b5b-4bbc-aea9-13c159e0f465,2023-06-21,Water Bottle,Accessories,251.76,4,5904,Vancouver,Credit Card
85775fec-5f0f-431d-b194-4e7dfb264184,2023-11-12,Water Bottle,Accessories,560.25,3,2747,Chicago,PayPal
014fac28-8ccb-4bff-a67c-4352111ee2f6,2023-11-21,Noise Cancelling Headphones,Electronics,421.07,3,4931,New York,PayPal
51d222ed-6111-4aab-9304-0dcbd30bd8ff,2024-06-29,Coffee Maker,Home,2138.38,4,7575,Vancouver,PayPal
c7841775-7e9f-4143-802e-bddf8781442a,2024-03-08,Laptop Air 13,Electronics,1088.61,1,4360,Vancouver,Cash
80d0a416-51f9-4cbc-8df2-8c30afa689fd,2023-10-09,Laptop Air 13,Electronics,809.69,4,3717,New York,Apple Pay
49aad7bb-a1c7-4244-864f-cc6c5531b868,2023-11-18,Backpack Travel,Accessories,1087.79,4,9946,Toronto,Debit Card
77305903-2c9f-40e7-a3f9-3e757943e0a8,2024-06-10,Water Bottle,Accessories,1595.88,3,3292,New York,Cash
c44a4875-dd3a-488e-a697-45599a334b82,2024-02-07,Backpack Travel,Accessories,1444.92,1,7913,Chicago,PayPal
55e5e49c-f449-4a8e-9a0d-0a2a71392c19,2023-08-28,Noise Cancelling Headphones,Electronics,418.03,4,3385,Chicago,Credit Card
4df0f579-a2e1-418a-bb1b-366c832f20c0,2023-08-16,Laptop Pro 15,Electronics,1879.2,2,1065,Chicago,Credit Card
22e5ef02-db0a-4976-8154-040ecefeafb4,2024-02-12,Smartwatch,Electronics,1059.62,4,8793,Chicago,Credit Card
23780647-4c7c-4013-9985-b653b778afc2,2024-03-25,Backpack Travel,Accessories,1322.05,3,6848,Vancouver,Cash
1c763990-084d-4d92-8949-0d500cbe7ca4,2023-05-31,Wireless Mouse,Electronics,689.8,4,6008,New York,Debit Card
28f71aa0-865a-431a-bbc3-44f07dc000f9,2023-06-27,Laptop Air 13,Electronics,1672.42,3,4778,Chicago,Apple Pay
d6e74c29-cfc2-4393-901b-8d838a49dbb9,2023-03-22,Water Bottle,Accessories,2401.3,2,5789,Shanghai,Apple Pay
e3407d33-3717-4688-802c-0f2b72679273,2023-05-03,Laptop Air 13,Electronics,1716.03,3,6267,Vancouver,Credit Card
4df87283-eb22-43d8-8d8e-d5734a77a528,2023-12-14,Standing Desk,Furniture,499.22,3,8746,Shanghai,Cash
99206b2a-cece-419d-a5dd-ea6d3f7e17d5,2024-09-05,Laptop Pro 15,Electronics,1266.58,2,9333,New York,Apple Pay
969b4716-b603-4dac-b91b-d7a039b17ca3,2023-07-12,Laptop Pro 15,Electronics,71.79,3,2010,Mexico City,Apple Pay
ec7a79d2-a78c-4664-9e93-63927410ab4e,2023-11-21,Wireless Mouse,Electronics,2269.45,4,7122,Toronto,Debit Card
fef35d3c-5700-4c80-bd08-ceb6cd2882e1,2023-05-08,Smartwatch,Electronics,2117.67,3,9219,New York,PayPal
79a8b543-2eb7-425d-82e3-55ddf730ff1f,2024-08-15,Laptop Pro 15,Electronics,881.38,2,4613,Mexico City,Credit Card
000b3dc1-d24f-4505-93d0-7b398ef951ec,2023-08-24,Backpack Travel,Accessories,65.38,1,1088,Mexico City,Debit Card
0f85cd87-9dd5-498c-a763-37d39e20aee4,2023-09-22,Backpack Travel,Accessories,467.25,4,9897,Toronto,Cash
77223d8d-9d33-4cb0-a2a7-bd92aed1feeb,2024-10-19,Office Chair,Furniture,1377.98,3,5239,Toronto,Debit Card
74b2ac10-66b3-4f29-86ad-ccad6a03354c,2023-06-26,Office Chair,Furniture,2405.63,1,3616,Shanghai,PayPal
c5cc06aa-2c3e-46da-8c3c-7c8d3a3b1ed5,2024-03-24,Laptop Pro 15,Electronics,528.58,2,4423,Toronto,Credit Card
ff83f7dd-449d-4719-9d2a-1068e3dd0de9,2023-05-29,Wireless Mouse,Electronics,1639.12,3,1363,Mexico City,Debit Card
706d534e-1d4f-4b8d-815d-01d60b3ffab4,2023-02-17,Noise Cancelling Headphones,Electronics,1439.96,2,5755,Vancouver,Cash
e9f38f0f-1e61-44b4-8a17-331d30c504d7,2024-09-18,Laptop Pro 15,Electronics,1370.87,3,7393,Vancouver,Cash
5e9d5753-7e9a-4eaa-ae6d-1538e7cfaf52,2024-09-05,Laptop Pro 15,Electronics,788.55,2,6825,Vancouver,Credit Card
eddd95b5-b387-4206-9785-95109a0c1ffa,2023-06-21,Office Chair,Furniture,900.16,2,2811,Toronto,Cash
41b43018-5256-46a4-9356-d225d2840fa8,2024-03-25,Laptop Pro 15,Electronics,850.82,3,4492,Chicago,Apple Pay
b8f3d287-1a32-4099-9628-ec2eae7c891a,2023-05-21,Laptop Pro 15,Electronics,427.91,2,8069,Shanghai,Credit Card
1a3d1056-e385-462e-ae3c-ed038c71786b,2024-08-03,Backpack Travel,Accessories,1408.78,4,6852,Toronto,Debit Card
f4589bf8-5a07-48b6-a487-f089fd6d139e,2024-07-20,Laptop Pro 15,Electronics,2472.33,2,6964,Toronto,Apple Pay
d497bebd-313f-46f2-bbc2-2c1f02df6ac3,2024-11-04,Noise Cancelling Headphones,Electronics,2153.55,3,7201,Mexico City,Cash
ddcf82f3-845a-473f-b65f-6202b07914bf,2024-03-22,Noise Cancelling Headphones,Electronics,835.04,4,6293,Chicago,Debit Card
c6c42c60-6569-4320-9769-74764ac7346e,2024-02-11,Laptop Pro 15,Electronics,925.26,3,7648,Toronto,Debit Card
e87ad115-28c3-4c5f-88ee-32722f17c7a4,2024-09-05,Smartwatch,Electronics,2215.23,2,2334,Mexico City,Apple Pay
35c6ad91-ecbb-4185-ad9b-5c8a1f9e4f74,2024-02-27,Office Chair,Furniture,2031.09,1,4010,Mexico City,Credit Card
d2e2bc30-c10d-4f1f-97e0-62ecfb137f4a,2023-04-02,Smartwatch,Electronics,1782.32,2,2694,Shanghai,Debit Card
76dd4c93-32c8-40eb-89e9-f44fe1c30654,2024-06-21,Coffee Maker,Home,2362.84,4,6214,Vancouver,Debit Card
6960c236-af9d-4d61-8763-b024a4b03435,2023-07-20,Wireless Mouse,Electronics,1129.49,3,8513,New York,Apple Pay
ebba7126-93f3-4767-8ef2-c7d971f4ee05,2024-07-21,Wireless Mouse,Electronics,1390.29,1,9898,New York,Debit Card
70a41262-a159-488e-a24c-82960e4b24ef,2023-03-14,Noise Cancelling Headphones,Electronics,557.87,1,3015,Shanghai,Credit Card
19a87862-9bf0-40c0-83a5-e5890d16309f,2024-09-04,Laptop Pro 15,Electronics,1920.55,4,2928,Mexico City,Debit Card
de7f333a-1074-468b-862f-5299b05a1415,2024-08-02,Laptop Air 13,Electronics,1368.94,1,2359,Vancouver,Cash
b779606c-c263-4eb8-af6e-9c1105eb0c60,2023-09-17,Office Chair,Furniture,666.59,4,2838,Mexico City,Apple Pay
a3a223ca-75bb-4215-a3bc-9b15003ca20e,2023-02-03,Smartwatch,Electronics,570.51,4,8255,New York,Credit Card
aada60b2-0717-4851-b727-fa756b11cc70,2023-05-30,Office Chair,Furniture,1818.87,1,5402,Shanghai,Apple Pay
fc065cdd-b563-433b-89d6-d601b29fa489,2024-02-15,Laptop Pro 15,Electronics,1342.72,1,4815,Vancouver,PayPal
a67a21ca-5d9b-40e7-8c91-7a44ec63b088,2023-05-19,Smartwatch,Electronics,536.33,1,6596,Mexico City,Apple Pay
a6464b4f-1167-4c8b-98e3-c9ba9217a73d,2023-11-21,Wireless Mouse,Electronics,1431.22,3,3328,Mexico City,Credit Card
fcd0a79f-2217-45a9-9d9b-f60aab06db9f,2023-07-16,Coffee Maker,Home,2246.5,2,5683,Chicago,Apple Pay
4a39bbd9-c0e0-4720-a63c-9058b3036348,2024-04-21,Coffee Maker,Home,567.02,3,1742,Chicago,Credit Card
63fc7ece-20f9-4b96-854c-c9af81a7ddae,2024-03-28,Noise Cancelling Headphones,Electronics,81.91,4,8179,Toronto,Apple Pay
f4193ac8-73b4-449f-b847-9e04964219f2,2023-04-10,Coffee Maker,Home,2290.81,4,5127,New York,Apple Pay
1bcd7530-4888-42da-8eaa-72ed5e64e8f5,2024-02-28,Laptop Pro 15,Electronics,907.55,4,9690,Toronto,PayPal
ee97957a-3d35-4289-85ab-25129fdb2c80,2024-07-10,Coffee Maker,Home,1064.29,2,8072,Mexico City,Debit Card
a85c7cb2-6a9d-436e-a34e-a4f867d71b9f,2023-03-13,Wireless Mouse,Electronics,538.41,3,1669,Vancouver,Debit Card
1af45ddd-3bd3-4bf4-9c1d-e0bddfb23b9e,2024-01-25,Coffee Maker,Home,56.91,4,2944,Mexico City,PayPal
389e9f99-8dde-41e0-b413-6a7dfb823f2f,2024-05-04,Smartwatch,Electronics,20.42,1,2195,Toronto,PayPal
638f8a59-9a54-424c-b065-db97085dee06,2023-08-30,Standing Desk,Furniture,1375.77,3,9208,Vancouver,PayPal
7f3e13a8-420e-48d5-8662-ed4674b34d11,2023-05-17,Standing Desk,Furniture,902.1,1,8024,New York,Credit Card
ebd5fade-569e-4e5b-9021-5a4bebe45c19,2024-10-27,Noise Cancelling Headphones,Electronics,2240.2,4,6437,Vancouver,Debit Card
0c5f632a-53b9-41ec-961d-90a731bb8fe3,2024-06-10,Laptop Air 13,Electronics,1978.57,1,5426,Shanghai,Cash
88e85dc5-56a1-420e-b01e-442a6b5f9cc7,2023-06-04,Noise Cancelling Headphones,Electronics,1535.54,3,8142,Mexico City,Cash
8466e050-9515-497f-88c4-9324ebb937f6,2024-04-22,Laptop Air 13,Electronics,605.25,3,2094,New York,Credit Card
24c04af2-47f9-4cf1-8dee-97aef490b215,2023-08-20,Coffee Maker,Home,2415.89,1,8557,New York,Credit Card
38cfda4d-a7cd-4ef4-ae36-269425ab7a23,2024-08-10,Office Chair,Furniture,745.58,3,3941,Mexico City,Cash
6befa585-db82-4446-8d04-685d51b42822,2023-09-28,Water Bottle,Accessories,1290.85,4,9253,New York,Credit Card
fae3cf2e-7cd8-4f85-b7f0-af2f78b4d27a,2024-08-18,Laptop Pro 15,Electronics,1131.65,1,6182,New York,PayPal
02c637a6-db6e-4f9a-a411-34073ebda7e1,2024-02-16,Backpack Travel,Accessories,2185.04,3,3483,New York,PayPal
e08aecd2-b64f-4bf7-9282-50fe8efacc93,2023-10-16,Backpack Travel,Accessories,1619.61,1,1047,Toronto,PayPal
49366ca5-07f1-4a6e-b38b-dd25570641e8,2023-06-19,Water Bottle,Accessories,679.83,1,3342,New York,Credit Card
27de5755-a2e4-4bfa-bde2-1bbf10f41d6f,2023-01-31,Laptop Pro 15,Electronics,2169.12,4,8880,Chicago,Credit Card
3e43f86e-b7e2-4cd7-a8d2-12b2cf7f4244,2023-10-07,Wireless Mouse,Electronics,1209.25,3,8840,Shanghai,Debit Card
ff69dff3-84b3-45a1-86bb-d525de4115df,2023-05-30,Coffee Maker,Home,2300.55,3,4927,Shanghai,Cash
b0f4a592-2f21-45f8-b59d-06cf8d6b5f18,2023-11-25,Standing Desk,Furniture,401.47,4,1061,Shanghai,Credit Card
5546a75b-8afe-477c-a92c-b60675a830ed,2023-11-30,Noise Cancelling Headphones,Electronics,182.56,2,6442,New York,PayPal
f9a93f4d-891f-48e9-8e84-50a4b48ae8b0,2023-08-25,Backpack Travel,Accessories,1826.81,1,1120,Toronto,PayPal
5a7f51c8-bb63-43bb-abe0-243f2c50bdab,2023-12-03,Office Chair,Furniture,1715.31,4,4482,New York,Debit Card
8739f675-2949-4f5c-936e-b062cf203d16,2024-09-04,Laptop Air 13,Electronics,2365.22,3,8315,Vancouver,Debit Card
e462538f-c88a-4ae2-a571-9b78af19b5a0,2024-01-11,Coffee Maker,Home,1783.48,3,7418,Mexico City,Credit Card
2fb58737-9743-4e1c-b8c7-1db77f6c4ee0,2023-11-07,Smartwatch,Electronics,1739.78,1,2822,Vancouver,PayPal
57f0dc05-45fe-4d7e-9eb5-773660afd675,2024-11-02,Wireless Mouse,Electronics,1771.16,3,2193,Toronto,Debit Card
407a7ab3-c9a6-47d4-8814-e4b0fb531034,2023-05-07,Backpack Travel,Accessories,196.01,2,4480,Shanghai,Credit Card
a9ba4e04-45b7-4407-ac8f-53639b73bc5d,2023-12-27,Laptop Air 13,Electronics,794.14,1,5744,Shanghai,Debit Card
be4f267e-bfa3-4fc5-ac9c-25cb8374422c,2023-03-29,Noise Cancelling Headphones,Electronics,1201.81,4,1546,Chicago,Debit Card
6454f8a8-a512-4ca1-b14e-b207128c69ee,2023-08-16,Backpack Travel,Accessories,148.31,4,7478,Vancouver,Cash
4b150bfe-5945-4a38-a67f-bfda75bf8d95,2023-06-19,Smartwatch,Electronics,1453.61,1,7976,New York,Cash
52dfb267-184f-43b5-a15e-2ad7da094a9a,2023-03-26,Wireless Mouse,Electronics,2324.17,3,3550,New York,Credit Card
4800435f-9293-4164-9367-6ec62ee5cf41,2023-01-06,Standing Desk,Furniture,280.31,2,3664,Mexico City,Cash
dbd91cf4-7310-4a49-a595-94ddf659324a,2023-03-17,Standing Desk,Furniture,2104.31,3,5794,Mexico City,Debit Card
a89d7e02-cc14-4acc-b282-2062464ab1d4,2024-11-05,Standing Desk,Furniture,682.79,4,1120,Mexico City,Credit Card
b0337ca1-0a12-41a0-9072-03f296d69858,2024-02-06,Noise Cancelling Headphones,Electronics,1324.84,4,1947,Vancouver,PayPal
4962aecd-8a7a-4196-b6e4-561375d77a72,2024-09-21,Wireless Mouse,Electronics,1042.11,3,4986,Mexico City,Debit Card
45680147-c5d7-4d0d-806b-b1b618aa8f67,2023-10-22,Laptop Pro 15,Electronics,623.14,4,6578,Mexico City,Debit Card
9d72f9be-7f06-4d8d-8d90-8134c54bc6fe,2023-01-11,Smartwatch,Electronics,2484.24,2,7250,New York,Debit Card
c3931767-a8e6-4d1c-b591-ea7966aed41f,2023-10-23,Laptop Air 13,Electronics,2100.61,1,6364,New York,Credit Card
7d321f5c-117f-4506-b108-36bfec8b4fe6,2023-03-27,Laptop Pro 15,Electronics,2432.75,2,6825,Toronto,Cash
11dad690-006e-4e71-83d3-279342a92dfa,2023-01-25,Standing Desk,Furniture,1266.13,3,8629,Chicago,Debit Card
